,기업명,기업코드
27943,유플러스엘티이제삼십차유동화전문유한회사,01182842
27944,케이오에이치제이차유동화전문유한회사,01182851
27945,프리덤뉴스,01213568
27946,유진모우제일차,01168976
27947,비레이크제일차,01169018
27948,스마트청담제일차,01184248
27949,LazardAssetManagementLLC,00575726
27950,한진해운,00790501
27951,더블제이에스와이,01128826
27952,유니드엘이디,00884864
27953,제이더블유티애드벤처,00250447
27954,동광하이텍,01148343
27955,에이치트리제일차,01157350
27956,에스티벤드앤플랜트,00684884
27957,더원건설,01077948
27958,경일산업개발,01087653
27959,유니콘,01028119
27960,글라소울,00272412
27961,하나피에스제이차,01105746
27962,해냄기획,01142598
27963,아이피코리아,00882343
27964,장교프로젝트금융투자,00935812
27965,에이시에스,00482019
27966,버자야제사차,01003156
27967,퍼스트모바일,01157961
27968,성우에이텍,00972761
27969,밸류플러스제칠차,00982546
27970,대구도시철도공사,00982634
27971,애스크,00565738
27972,팬택자산관리,00207542
27973,라키드더퍼스트,01165881
27974,성관,00805885
27975,인성회계법인,00561769
27976,버자야제삼차,01049176
27977,알엠에스인더스,01140934
27978,위더스스포츠,01158234
27979,카이코,01158216
27980,비디제일차,01157873
27981,에스피에프씨,00801205
27982,세흥,00624934
27983,ChangWahelectromaterialsInc.,00695419
27984,유더블유제일차유동화전문유한회사,00887214
27985,아이비문정제삼차,01064962
27986,한빛전자,00364980
27987,티에스이엔엠,01168471
27988,농업회사법인팜잇2호,01168505
27989,래피드플랜트제육차,01110739
27990,세화전자,00680958
27991,뉴해피니스제십차,00888763
27992,헨리우스코리아,01159808
27993,우리성장파트너십신기술사모투자전문회사,01159826
27994,더프라핏,01159844
27995,플라워소울제일차,01042492
27996,그레이트글로벌제사차,01170625
27997,광명지식제일차,01168064
27998,넘버웍스,01165094
27999,신원월드트레이딩,01165623
28000,뉴스타동남,01199693
28001,아이엠디앤씨,01132412
28002,케이엔씨푸드,01143278
28003,헬로우크레디트대부,01031399
28004,골든베어제삼차,01082287
28005,브라이튼제이차,01033786
28006,와이케이오션제일차,01095908
28007,유니코아상사,01171961
28008,문정2구역제오차,01011687
28009,인천항3부두운영,00522502
28010,케이글로벌제이차,01045198
28011,케이글로벌제삼차,01045204
28012,케이글로벌제사차,01045213
28013,더케이송산제이차,01104950
28014,로얄트룬제일차,01184479
28015,해오름건설,01205587
28016,디엔엘주택건설,00625243
28017,피엔씨,00913801
28018,모스트제십사차,01184770
28019,기은십오차유동화전문유한회사,00772897
28020,엠와이이노베이션,01184789
28021,모스트제십육차,01186440
28022,"SkywindsTechnologyCo.,Ltd",01202164
28023,아이에이제일차유동화전문유한회사,01187810
28024,프리즘타운제삼차,01187759
28025,디비글로리제이차,01171235
28026,디비포에버제십차,01171226
28027,에이블향남제이차,01162699
28028,제이비우리캐피탈오토제십이차유동화전문유한회사,01184293
28029,꼬무신,01183160
28030,토탈메이트,01198968
28031,포트폴리오파인,00946809
28032,대남,00177065
28033,리얼베너피트,01144781
28034,그로쓰힐자산운용,01209413
28035,금강장례문화원,01039203
28036,나임,01213629
28037,커머셜오토제육차유동화전문유한회사,01180428
28038,도원산업개발,01180127
28039,골든스타트제일차,01180400
28040,공감이앤티,01200494
28041,자연에가,01169647
28042,케이엔씨글로벌,00394778
28043,동양이엠텍,01027925
28044,"TongguangGroupCo.,Ltd.",01225208
28045,한국이에이치티,01022036
28046,장은건설,00415752
28047,아시아건설,00495688
28048,에스에스렌터카,01080359
28049,나후사이언텍,00977678
28050,에코플러스시티,00974130
28051,상도투자개발,00969688
28052,농업회사법인초록에,00971799
28053,지엘팜텍,00554820
28054,새창조건설,00361813
28055,가야중공업,00369189
28056,동일조선,00455060
28057,삼화조선,00567286
28058,사나이픽처스,01090709
28059,유렉스파크,00639972
28060,에스티에이건설,00534792
28061,제이앤티에스,00875219
28062,한국제이에프이쇼지,01086104
28063,ClassicalLegendsInternationalLimited,01163342
28064,WemediaInternationalLimited,01163351
28065,ATCGHoldingsLimited,01163360
28066,제이비우리캐피탈오토제구차유동화전문유한회사,01163430
28067,안산교통,00985677
28068,우정비에스씨,01081604
28069,보타닉비즈타워,01106365
28070,상유십이,01064847
28071,샤이닝스톤호매실,01117954
28072,디에이치텍,01076392
28073,대성화스너,01163962
28074,세계기독교통일신령협회,00536408
28075,디에이치홀딩스제이차,01112269
28076,부산동서고속화도로,01169805
28077,SUNKALIMITED,01169823
28078,씨엠에이치에스,01172377
28079,모라이즌인터렉티브,00929592
28080,인곡개발,00643601
28081,제우인베스트먼트,00257769
28082,웰스빌리지제일차,01002908
28083,윈드허브제일차,01113620
28084,윈드스프링제일차,01113639
28085,모스트제이차,01161973
28086,에이블용죽제이차,01170801
28087,펜타스제구차,01092558
28088,프리즘타운제이차,01170829
28089,모바일핀테크제일차유동화전문유한회사,01171457
28090,합정센세이션,00993311
28091,영보하우징,01036710
28092,지담,01108071
28093,자이서비스,00520771
28094,미루삼십일호,00975449
28095,엔알미광텍,00954224
28096,동아서적,00116666
28097,써니캐피탈대부,01078327
28098,태전제이차,00841258
28099,장한,00571261
28100,아그로에이앤지제이차,01027943
28101,한성목재공업,00814412
28102,금성네트,00675114
28103,티엔티익스프레스,00257574
28104,엘플러스,01091799
28105,스페스제칠차,01156467
28106,중흥종합건설,01069666
28107,독산복합시설개발제일차피에프브이,00758888
28108,아이디에스,00446460
28109,초크스트림캐피탈그룹엘피,01187908
28110,케이더블유제일차,01128756
28111,세창수산,01187795
28112,더퍼스트문제일차,01203817
28113,코코브루니,00872249
28114,영양제2풍력발전,00870685
28115,지니어스제일차,01196368
28116,에프티이,01200315
28117,영주문화관광재단,01200324
28118,엠에스에이치디제일차,01185982
28119,제오단위주민생계상가,01215681
28120,삼진주작소,00960331
28121,SUPERBALLAINCELIMITED,01195077
28122,YokogawaElectricCorporation,01205684
28123,에이블향남제삼차,01162705
28124,에이블향남제사차,01162714
28125,에이블향남제오차,01162723
28126,에이블상도제이차,01162671
28127,에이블대구제일차,01116849
28128,티씨씨,00986791
28129,유피케이홀딩스,01215229
28130,훈영,00188946
28131,에이치더힐제삼차,01033926
28132,뉴스타여의도파크원제일차,01193097
28133,한국씨엠비,00158413
28134,씨엔,01168648
28135,해피투모로우제이십팔차,01207877
28136,피닉스테헤란제일차,01200102
28137,디비에르메스유동화전문유한회사,01200148
28138,베이시티제일차,01153044
28139,비치오션제일차,01153035
28140,제이케이필름,00868653
28141,하이얼코리아알앤디,01218156
28142,사임당더허스토리,01147706
28143,한국스틸,01068409
28144,밸류파트너스자산운용,01053957
28145,하나디에이치제일차,01217698
28146,코랩,01172465
28147,승호,01174144
28148,한울안종합건설,01174843
28149,해원주택건설,01174427
28150,그린오가니제이션,01175851
28151,오지아시아마스터펀드엘티디,00551188
28152,이노라임,00938253
28153,국제실업,00780513
28154,프로렌트카,01175718
28155,티아이칼렌버그코리아,01174393
28156,대건콘크리트,00664561
28157,엘엔케이개발,01174302
28158,OZManagementLP,00520735
28159,성주농업회사,01175930
28160,미림,01175639
28161,이비아이앤씨,01172711
28162,건영산업,01173020
28163,푸리마종합건설,01172234
28164,다울,01174621
28165,우공이산유동화,01079964
28166,두산부동산유동화전문유한회사,00341518
28167,디케이제일차,01182611
28168,울산강동리조트제일차,00978428
28169,하모니에이앤지제일차,01048186
28170,한솔아트원제지,00137702
28171,미앤수,01155653
28172,하나린라이프,01149069
28173,씨엑스씨,00918383
28174,에플에셋,00967334
28175,해피투모로우제십차,01002962
28176,청우건설,00236669
28177,젠스제이차,01111224
28178,서비스인,00885757
28179,포엔시스,00270414
28180,아이비디티,01073429
28181,에이티엠플러스,00387723
28182,비발디타운,01127632
28183,티앤에스파트너스,01158906
28184,원일푸드서비스,01156847
28185,좋은세상주택건설,00990989
28186,성남기업,00448282
28187,한강,01023053
28188,삼광씨앤비,00618474
28189,엠스퀘어이천제일차,01036321
28190,도시바삼성스토리지테크놀러지코리아,00500935
28191,해피투모로우제십삼차,01079380
28192,예스플러스제일차,01047442
28193,에스티제삼차,01110915
28194,에이블에스티제일차,01110906
28195,디세린그룹엘피,01167241
28196,와이케이에이티에스,01152887
28197,케이테코,00924481
28198,디씨비교육,00666578
28199,유영이앤엘,00919823
28200,디비글로리제육차,01167409
28201,디비글로리제일차,01167393
28202,디비포에버제구차,01167384
28203,유토피아제오차,01167852
28204,유아이제십오차유동화전문유한회사,01170722
28205,팜한농메노라제이차,01124778
28206,하이에이원제팔차,01135215
28207,디더블유에스그린시티,01108363
28208,유니드트레이딩,01019184
28209,네오상현제이차,01105719
28210,동탄드림,01116089
28211,인천뉴파워,01070486
28212,대륜,01079414
28213,세아이앤티,00175164
28214,블루밍힐,01147432
28215,매직홀딩스,01127696
28216,아세아약품,00183181
28217,하나웨이제일호,01061503
28218,하나피에스제일차,01105737
28219,제이지씨코리아,00981936
28220,신성,00988489
28221,휴포레제일차,01130441
28222,갤럭시인베스트먼트,01170245
28223,비엔지컨설턴트,00623087
28224,엠제이비,00418476
28225,신한,01169814
28226,풍산디에스,00991164
28227,아리신정2유동화전문유한회사,01170254
28228,에스브이어드바이저,01053142
28229,세창건설,01154405
28230,정해정밀,01156500
28231,하이원상동테마파크,00969183
28232,문정2구역제일차,01028021
28233,문정2구역제칠차,01027998
28234,하이대현더샵,01126402
28235,케이파트너스제십사차,01164369
28236,동일아이스,01179787
28237,월계2아이파크,01132643
28238,티더블유제일차,01205718
28239,아진산업,00976323
28240,지엘에스,01089040
28241,아이비유피씨제일차,01182912
28242,스마트아이비디,01033777
28243,스테이블포트제일차,01033865
28244,온바탕,01177318
28245,에프앤디시리즈14,01095999
28246,에프앤디시리즈17,01106356
28247,우민,01205921
28248,씨에스월드,01205930
28249,케이유융합의과학연구소,01211700
28250,에듀챌린지,00610409
28251,넥스트플래너,01203303
28252,유일,01179626
28253,성경종합건설,00984270
28254,엘원비엘티제일차,01034642
28255,엘원비엘티제이차,01044667
28256,에스엔아이,01148565
28257,수호종합건설,01103465
28258,뉴빛,00922225
28259,플로팅제일차,01061008
28260,와이에스리츠,01175019
28261,히어솔루션즈코리아,00475356
28262,위례뉴시티제일차,01004340
28263,네오하베스트제일차,01011678
28264,뉴마포한강에스티삼,01034509
28265,퍼거슨제일차,01135011
28266,퍼거슨제이차,01135020
28267,첼린저제이십육차유동화전문유한회사,01185344
28268,태가,01179103
28269,마스턴제3호메가프로젝트금융투자회사,00958831
28270,폴리메디,01202298
28271,케이에스에이투자,01203136
28272,디엠베스트제육차,01178034
28273,와이에스콘텐츠랜드,01196447
28274,갑을프라스틱,00366632
28275,위례영농,01085503
28276,스티븐스,01041697
28277,케이제이,01147308
28278,나인스타디앤씨,00562607
28279,에스엠,00398118
28280,하이텍교역,00484770
28281,덕양상사,00812900
28282,신라하우징,00841018
28283,제이에스에너지,01080845
28284,젠스제삼차,01111233
28285,에지워터파트너스,01082676
28286,혜성건설,00566126
28287,신성,00836876
28288,도두마리나,01042872
28289,현성세라믹,01092877
28290,코리아,01098871
28291,나눔디엔씨,01100705
28292,퍼스텍,00148267
28293,성보이엔씨,01019731
28294,한국디벨로퍼,01133882
28295,우린,01087945
28296,하나모두,00507187
28297,오딘홀딩스,00779997
28298,리프비브이케이코리아제일호유동화전문유한회사,00771560
28299,바이오버드,00549864
28300,마포한강에스티삼,01034606
28301,마포한강에스티사,01034615
28302,마포한강에스티오,01002722
28303,넵튜터스,01166039
28304,코에프씨에스케이협력사동반성장제삼호사모투자전문회사,01166048
28305,양양풍력발전,01170397
28306,철수네,01169665
28307,미래인베스트,01164457
28308,동광에스디,00669733
28309,성우엠텍,01036631
28310,글로벌에이치팜,01126244
28311,디앤에스,01172164
28312,아이에스케이,01172182
28313,어린농부,00934318
28314,아름다운상조,01172359
28315,유진전장,01171837
28316,슈퍼스트롱제일차,01003590
28317,거제양정아이파크,01062317
28318,더노블레스,01128783
28319,더블제이에스티,01080562
28320,동천트위스트,01128808
28321,두정에이치에스제일차,01171493
28322,소나타오키드,01159303
28323,가솔린,01134508
28324,하이얏트샘물,00895073
28325,대운메카텍,01076815
28326,첨단정공,01073207
28327,키움,01159428
28328,유앤제칠차유동화전문유한회사,01170689
28329,공샹판다티에프제사차,01129384
28330,피델리티인스티튜셔널에셋매니지먼트트러스트컴퍼니,01063936
28331,에이치씨티제오차,01170078
28332,체인지김포원제일차,01096961
28333,아이비에스새출발제일차,01161593
28334,VanEckAssociatesCorporation,01171378
28335,백향에스앤피,01174579
28336,와이케이고덕제일차,01178104
28337,유일제일차유동화전문유한회사,01188156
28338,디비에스글로벌파트너스,00853217
28339,에스디알원개발,01117723
28340,에스디에이원개발,01117714
28341,아이언스톤,01107285
28342,디비제육차,01189155
28343,운정힐제사차,01133776
28344,운정힐제삼차,01133785
28345,운정힐제오차,01133794
28346,운정힐제이차,01133800
28347,운정힐제일차,01133819
28348,기은센프로젝트제사차,01161423
28349,안동라자제일차,00635152
28350,네오플러스,01181764
28351,한국투아치,01176160
28352,농업회사법인탐진들,01177363
28353,케이디시스템,01172429
28354,지금강건설,01172076
28355,천원개발,01177497
28356,한앤컴퍼니제일호사모투자전문회사,01177512
28357,아이비에스제사십사차,01128774
28358,가보관광산업,00914916
28359,하늘도시건설,01213878
28360,하이랜드,01178122
28361,연합,00912431
28362,크리에이티브랩,01178867
28363,프리미어성장전략엠앤에이사모투자,01179875
28364,안용,01179884
28365,부산강서산업단지,00864620
28366,윤민수,00819806
28367,인철스카이정비,01173312
28368,드림산업,00866646
28369,기은센아이비제구차,01184619
28370,조이오브허브,01042483
28371,아이온자산운용,01178618
28372,건우피엠,00523130
28373,펜타스제삼차,01093113
28374,롱래스팅밸류제일차,01040148
28375,시티라이프,01173525
28376,홀로직,01185131
28377,플랜비경영자문,01196890
28378,사이넷,00664774
28379,오에프씨,01129418
28380,에이블로지스,01207390
28381,새화신,00250164
28382,한울아이디,01210561
28383,바다로4호선박투자회사,00678148
28384,디에스피미디어,00927691
28385,샘,01071537
28386,신영글로벌디앤이,01027721
28387,화림개발,00836928
28388,금정플래닝,00927804
28389,밸크리텍,00506610
28390,호산건설,01136588
28391,부산김해경전철운영,00953623
28392,양지리더건설,01080261
28393,넵튠,01132555
28394,지에스건설,00532819
28395,케이에스씨,01072642
28396,엘앤에스파트너스,01086751
28397,케이앤에스와이,01003679
28398,엠제이텍,01105065
28399,파카,00210209
28400,파카알지비,00319421
28401,비긴스제주,01152300
28402,하이세종제일차,01132634
28403,티월드제칠차유동화전문유한회사,01167649
28404,한국동양유전,00157238
28405,의성솔라파크,00671057
28406,누리비엔씨,01133606
28407,아이케이파트너스,01103474
28408,에이블상도제일차,01162662
28409,용인성복제이차,01130645
28410,용인성복제일차,01106082
28411,성복제일차,01067738
28412,유진상도제일차,01162680
28413,농업회사법인청미원식품,00568212
28414,코크렙제14호위탁관리부동산투자회사,00659879
28415,바바리안스카이코리아제2차유동화전문유한회사,01173862
28416,뜨래별,00973788
28417,미진무역,01172872
28418,효광,01160424
28419,플랜업동탄제일차,01147070
28420,피크위크인베스트먼츠리미티드,01161247
28421,강서연창규곡투자유한공사,01161265
28422,MattelMarketingHoldingsPte.Ltd.,01171411
28423,에너솔,00619455
28424,스스로미디어,00623102
28425,태흥종합건설,00622352
28426,한국외식조리직업전문학교,00985552
28427,자우인터내셔널,01103793
28428,에스피플러스,01155413
28429,국민상조,00691051
28430,케이투이엔지,00604417
28431,웹케시이노밸류,01158377
28432,팜한농제1의4호,01027952
28433,휴포레명지,01158261
28434,바다로3호선박투자회사,00587101
28435,산은캐피탈제팔차유동화전문유한회사,01169443
28436,GOLDMANSACHSINTERNATIONAL,00420091
28437,양주시티,01111853
28438,씨스퀘어자산운용,01185113
28439,인터슈,01177789
28440,마이제이차유동화전문유한회사,01003882
28441,아디다스코리아,00148133
28442,더블원제이차,01011605
28443,엠에스배곧신도시제일차,01038736
28444,엔에이치에프제10호공공임대유동화전문유한회사,01177886
28445,에이피제1차유동화전문유한회사,00993232
28446,카모플라스트대륙,00786535
28447,에스에프아이파트너스,01202818
28448,이스턴생명과학,01207062
28449,상우에프앤아이,00453789
28450,에이치지홀딩스,01185238
28451,현주건설,00591362
28452,밸류아시아캐피탈,01186316
28453,유아이제오차유동화전문유한회사,00896966
28454,중윤투자집단유한공사,01179307
28455,OCEANAMPLEOVERSEASLIMITED,01179316
28456,HKWeiYingInvestmentCompanyLimited,01163634
28457,한국건설종합,01179732
28458,바이오숲,01119998
28459,하이클레어인터내셔널인베스터스엘엘피,01198843
28460,제이앤케이제삼차,01198870
28461,로터스제일차,01126253
28462,조양정밀기계,00662095
28463,쌍용자동차대구광장판매,01174515
28464,다사랑빌,01176212
28465,동인글로벌,01176009
28466,에스앤피로직스,01171828
28467,금남비앤이,01016901
28468,루비콘컴퍼니,01190355
28469,정인테크,01215557
28470,트루프렌드매화제일차,01090028
28471,알파솔루션즈,01196906
28472,아르모니아제십일차,01202793
28473,아르모니아제십이차,01202809
28474,비피홀딩스,01225563
28475,제이에프인터내셔널,01172094
28476,하이포스퀘어,01003138
28477,와이케이플랜,01152911
28478,엠스퀘어평촌제일차,01003129
28479,이천십사에이블오포제이차,01090754
28480,밸류플러스제이십이차,01026050
28481,우경씨디씨,01196818
28482,에스웨이제오차,01200829
28483,네비스탁,00787710
28484,에스제이비엠씨,01209714
28485,신촌상가,01077832
28486,안동개발,00446035
28487,아이티웰,00368481
28488,매직라이프코리아,01019908
28489,한남시멘트,00975184
28490,로얄에셋,00451851
28491,해피투모로우제십사차,01015461
28492,파인퍼스트,01030123
28493,마스코,00870339
28494,건설기계인,01148097
28495,신화일렉트론,01038602
28496,부일,00894029
28497,케이아트대부,01140749
28498,파인컴퍼니,00970693
28499,대흥보빈,00573995
28500,에어라인뉴스센터,01105861
28501,지란지교시큐리티,01090727
28502,에스케이지르콘,01087237
28503,미루삼십호,00944263
28504,토피도티엔에이,00832825
28505,이비,00347707
28506,아이씨유쉘,01167153
28507,스카이단기제이차,01167764
28508,에이치아이엘제삼차,01085099
28509,엔와이제이제일차,01096776
28510,체인지김포원제이차,01096989
28511,체인지김포원제삼차,01096998
28512,원비전제일차,01170087
28513,체인지김포원제사차,01097003
28514,원비전제이차,01170096
28515,에이치앤디마켓플레이스,01167843
28516,옥산전기통신,01167861
28517,디엠티씨,01167870
28518,기가엘티이제이십팔차유동화전문유한회사,01167889
28519,아이.피.에스시스템,01130946
28520,영훈,01017520
28521,엠아이엔전자,00983350
28522,지아일랜드,01030521
28523,에이블케이엘제삼차,01094060
28524,태인케미컬,00808448
28525,동원이노렉스,01075931
28526,하나티이씨,00991003
28527,메리츠오토제오차유동화전문유한회사,01168541
28528,지알에스투자자문,01168709
28529,태신포커스,00689700
28530,케이에스아이디,00609740
28531,슈프림제십차유동화전문유한회사,01170263
28532,디에스남대문,01107975
28533,원미사제일차,01149722
28534,GUOPININVESTMENT(AUST)PTYLTD,01170272
28535,씨앤에이치,01037764
28536,문화인,01164077
28537,경제프라임씨앤디,01164059
28538,일동금속공업,00917269
28539,지봉종합건설,00990068
28540,한명,00808837
28541,트라이엄프원제일차,01055362
28542,트라이엄프원제이차,01053337
28543,트라이엄프원제삼차,01055195
28544,엔비텍써키트,00862996
28545,보고선박,01015249
28546,보고예선,00860998
28547,산업기반신보제십사차유동화전문유한회사,01207248
28548,선명인베스트먼트,00369392
28549,시드핸디사모투자,01186787
28550,지이알이제삼유동화전문유한회사,00539414
28551,지이알이제일유동화전문유한회사,00504995
28552,이노에버솔루션,01188545
28553,씨코헬스케어,01020621
28554,한독카본,01142853
28555,챔스제이차,01028526
28556,리더스제일차,01108336
28557,뉴젠솔루션,01191132
28558,에스엘아이투,01171730
28559,"GlobalHealthInvestmentFundI,LLC",01196641
28560,투썬피재츠사모투자전문회사,01196687
28561,중부대전화물터미널,00408424
28562,에프엔길음2유동화전문유한회사,01196702
28563,비앤개발,01211463
28564,노전,00517971
28565,대광중공업,00809492
28566,한강하니카운티,01178308
28567,더플라잉홀딩스,01162884
28568,지이엠,01103058
28569,용인제너레이션,01171572
28570,와이디제사차,01171581
28571,에이블동천제일차,01171590
28572,엔에이치에프제11호공공임대유동화전문유한회사,01200892
28573,에스엠제일차,01156005
28574,비오케이창업투자,01201004
28575,아바쿠스홀딩스,01201013
28576,에이치디비케이제이차,01156713
28577,에이치디이에스제일차,01156689
28578,칠곡왜관3산단,00956569
28579,반도이엔지,00967158
28580,삼정폴리머,01088209
28581,태성지에스티,01136199
28582,유플랜트,01155927
28583,유에스케이프로퍼티홀딩스,00654023
28584,시라아트,01077115
28585,퍼시픽에스앤씨,00953678
28586,백승종합건설,01080386
28587,진지건설,00492140
28588,유넥스,00605346
28589,비에스,01106505
28590,마이다스동아인베스트먼트,01035979
28591,유플러스엘티이제이십칠차유동화전문유한회사,01159066
28592,대양엔지니어링,01100671
28593,나노메탈코리아,01159127
28594,씨엑스씨,01148699
28595,원주제삼차,01062487
28596,엠월드코리아,00921253
28597,삼영씨앤디,00692801
28598,에스에이치케이글로벌,00936459
28599,데이드림개발,01027545
28600,뉴스타동천,01064324
28601,체인지김포원제오차,01097012
28602,화이텍기술투자,00357634
28603,에이에이아이헬스케어,01047336
28604,투윈인베스트먼트홀딩스,01171156
28605,도온(홍콩)투자지주,01171174
28606,투윈(북경)영상투자관리,01171183
28607,디비투게더제일차,01171262
28608,아이팩토리,00351047
28609,팩크래프트,00608130
28610,해피투모로우제십오차,01015470
28611,디비포에버제칠차,01171217
28612,디비포에버제팔차,01171208
28613,메트로세나제이차,01110809
28614,에이치에스캐슬제이차,01042146
28615,풀문제이차,01110775
28616,유티어,01173279
28617,트루프렌드대양제이차,00984030
28618,가디언제일차,01056918
28619,세마하이엔드제일차,01051524
28620,스마트세마제일차,01058095
28621,에이치디에스코어,01057032
28622,수인물산,00936714
28623,아이비오산,01072554
28624,세인트요셉제1차,01169629
28625,스마트고덕제일차,01169595
28626,스마트제이피제일차,01169586
28627,스펠바인드제십일차,01169601
28628,스펠바인드제십차,01169610
28629,이더블유비제삼차,01169577
28630,솔루션와이디,01128792
28631,성화식품,00365217
28632,아이비에스제사십삼차,01128747
28633,유아이제삼차유동화전문유한회사,00880099
28634,트라이엄프원제오차,01122901
28635,하나엘씨제일호,01055159
28636,트라이엄프투제일차,01055229
28637,트라이엄프투제이차,01055186
28638,에덴블루제이차,01163333
28639,트라이엄프투제삼차,01053319
28640,트라이엄프포제일차,01055168
28641,트라이엄프포제이차,01053328
28642,뉴스타청주,01199709
28643,영화조세통람,00390374
28644,와이앤금융파트너스대부,00939915
28645,밴드오브브라더스제이차,01126235
28646,디더블유송산제삼차,01211506
28647,네오비즈테크,01186714
28648,유앤더블유유동화전문유한회사,00897530
28649,에이블디씨엠블루,01064722
28650,웨스턴워프제일차,01025723
28651,천안제삼사이언스컴플렉스,00807069
28652,큐리오스엔터테인먼트,01183595
28653,엔와이제이제이차,01177567
28654,케이파트너스제십칠차,01193130
28655,하이아이비제이차,01164350
28656,하이아이비제십이차,01177558
28657,피피아이평화파이프,01137912
28658,울진유통농업회사법인,00698805
28659,유아이제십육차유동화전문유한회사,01187801
28660,정심푸드,01185584
28661,신보2013제14차유동화전문유한회사,00990110
28662,폴리곤게임즈,01029455
28663,에스에이치비제일차,01192025
28664,케이에스마린,00487485
28665,그레이트챌린지제사차,01181463
28666,모스트제십삼차,01180312
28667,기가엘티이제삼십일차유동화전문유한회사,01196784
28668,에스글러브,01105852
28669,베타큐브,01099269
28670,메버릭시스템,00655819
28671,케이에스디비제삼차,01203570
28672,엠티더블유,01207549
28673,위너스제사차,01103614
28674,푸른청라제일차,01128817
28675,건동주택,00436481
28676,아미건,01103234
28677,알로이제팔차,01207211
28678,하인스플래닝,01157110
28679,에스엘디앤씨,01151240
28680,비엠코리아,00657826
28681,삼영지이티,00985783
28682,씨엔씨글로벌솔루션,01097571
28683,델리스,00810841
28684,켐그린에너지,01157590
28685,티엘씨테크놀로지,00880202
28686,신태양전자,01148194
28687,세바토이,00537230
28688,이에스법학원,00449838
28689,푸른안성지키미,00644947
28690,선화씨에스,01023099
28691,은성도금,01029190
28692,거송건설,01096305
28693,에이텍정보통신,01153567
28694,더탑건축,01101467
28695,제이단위주민생계상가,01158313
28696,디엠엑스테크놀로지스코리아,00564289
28697,고려애자공업,00102867
28698,넥스폴제이차,01098729
28699,머큐리밸류1호,01173303
28700,지엠유홀딩스,01173321
28701,아문디홍콩리미티드,00547626
28702,우진티엠씨,00918505
28703,티월드제육차유동화전문유한회사,01164581
28704,이지하이일드,01164174
28705,에코비즈홀딩스,01164183
28706,옥토스제이차,01164217
28707,옥토스제삼차,01164226
28708,옥토스제사차,01164235
28709,옥토스제오차,01164244
28710,옥토스제육차,01164253
28711,옥토스제칠차,01164262
28712,옥토스제팔차,01164271
28713,옥토스제구차,01164280
28714,옥토스제십차,01164299
28715,디에스팩,01155811
28716,코스텍,01046753
28717,삼화텍,00562537
28718,더휴앤컴퍼니,01043774
28719,대광금속,00570068
28720,유플러스엘티이제삼차유동화전문,00913591
28721,유피아이인터내셔널,01161186
28722,마이다스디앤지,00769927
28723,스왈록아시아,01019290
28724,도도관광호텔,00624873
28725,창원정공,00921509
28726,팜화옹,00883351
28727,팜흥농,00907572
28728,우창석유,01022957
28729,에너마인글로벌,01010101
28730,에스러셀제이차,01087705
28731,이상봉,01172049
28732,자후,01173871
28733,씨앤에이치오토제이십차유동화전문회사,01161733
28734,커머셜오토제오차유동화전문유한회사,01161742
28735,유아이제십사차유동화전문유한회사,01161760
28736,풍전,01173482
28737,제이알정보기술,01173437
28738,제이아이레벤톤제일차,01114692
28739,기가엘티이제이십칠차유동화전문유한회사,01161344
28740,상원,00962083
28741,산업기반신보제십삼차유동화전문유한회사,01203613
28742,에이엠제이차,01146035
28743,미코바이오메드,01186617
28744,오토피아제사십구차유동화전문유한회사,00938475
28745,와이아이케이,00457749
28746,토터스자산운용,01205134
28747,건주디앤씨,01181454
28748,동천프론티어,01132838
28749,에넥스에이블,01117936
28750,신보2014제1차유동화전문유한회사,01005738
28751,신보2013제16차유동화전문유한회사,00994897
28752,신보2014제3차유동화전문유한회사,01019564
28753,김포한강월드제일차,01141243
28754,한마음제일차유동화,01027387
28755,동탄2제일호대토위탁관리부동산투자회사,01067604
28756,카이트제오호위탁관리부동산투자회사,01053975
28757,마스턴프리미어위탁관리부동산투자회사,01200078
28758,엔씨캐피탈대부,01090781
28759,바다로6호선박투자회사,00853642
28760,(의)영훈의료재단,01215991
28761,진양폼테크,00595614
28762,삼마건설,01141580
28763,중소기업제십오차유동화전문유한회사,00630458
28764,산업기반신보제십일차유동화전문유한회사,01190063
28765,금광건설,00962889
28766,아이비윌셔제일차,01210376
28767,아이비윌셔제사차,01139257
28768,지일이삼공교육,00443904
28769,컨시드개발,01211223
28770,석촌도자기,00788287
28771,성창기계,00870959
28772,한원정밀화학,00162656
28773,트론캠프,00556411
28774,욱담,00470926
28775,에스러셀제칠차,01108202
28776,바롬산업개발,01078646
28777,러셀,00648660
28778,미래에셋모바일,01199958
28779,에스엔에스에너지,01141067
28780,바다로에스지이호,01214938
28781,바다로에스지삼호,01214947
28782,바다로에스지사호,01214956
28783,지엠이앤씨,01028474
28784,에스피하이테크,00960359
28785,글로벌리더스제칠차,01088926
28786,첼린저제이십칠차유동화전문유한회사,01201943
28787,TALAWLIMITED,01201952
28788,트러스트알,01187537
28789,경동산업개발,01079760
28790,오션렉스코리아,00863588
28791,씨그마알드리치홀딩,00258209
28792,정산실업,00493583
28793,삼부건설공업,00180485
28794,아이원,00925903
28795,에스더블유컴퍼니,01084629
28796,유일에너지,00875246
28797,머신하이텍,01158687
28798,한올개발,01023558
28799,베르스테이지대부,01075667
28800,하승산업,00833897
28801,신화주택,00571270
28802,예림엠앤비,00963301
