,기업명,기업코드
11829,산업기반신보제삼차유동화전문유한회사,00992695
11830,조은펌프,00997991
11831,에이치케이하이텍,00143332
11832,농업회사법인후레쉬오투,00994675
11833,성연아이앤씨,00996035
11834,산업기반신보제사차유동화전문유한회사,00996336
11835,코메카,00365688
11836,지앤씨바이오,00939669
11837,글로스텍,00102645
11838,디에스번영로제일차,00932204
11839,중국고섬공고유한공사,00844884
11840,한싱파트너스,00988975
11841,유러피안복합테마리조트,00609458
11842,삼우아트,00589835
11843,신화에코필,00984234
11844,글로벌소프트웨어기업육성사모투자전문회사,00779483
11845,첼린저제십구차유동화전문유한회사,00885076
11846,신광,00693378
11847,첼린저제십팔차유동화전문유한회사,00877916
11848,커머셜오토제일차유동화전문유한회사,00808633
11849,오토피아제오십삼차유동화전문유한회사,00990846
11850,에이블프리미엄제이차,00992817
11851,유토힐개발,00618784
11852,갤럭시아디스플레이,00696108
11853,워터웨이플러스,00930303
11854,대경디벨로프,00509538
11855,비케이큐브,00832357
11856,에스오씨엔지니어링,00990280
11857,로플라,00991863
11858,상무시네마,00941497
11859,대진산업,00411701
11860,펜타크리드,00964090
11861,중평금속,00404224
11862,투나디앤씨,00570378
11863,천년미소,00870889
11864,울트라산업개발,00444541
11865,샤크존,00579050
11866,웨이브텔레텍,00971188
11867,토피아에듀케이션,00615404
11868,플로리쉬,00972220
11869,스틸코리아,00444772
11870,한일대우시멘트,00249043
11871,파트라,00808572
11872,범영해운,00665126
11873,웨이브스퀘어,00761590
11874,아성대우센트럴시티제일차,00888754
11875,상림피혁,00653413
11876,대상오일,00972257
11877,인엑스하우징,00670252
11878,부일이엔씨,00655253
11879,티브로드서대문방송,00496979
11880,마석개발,00809331
11881,지오전자,00973618
11882,에이스오토인베스트제이십사차유동화전문유한회사,00998352
11883,중소기업제이십일차유동화전문유한회사,00791388
11884,코리아퍼시픽06호선박투자회사,00592592
11885,엔에스제사차유동화전문유한회사,00945554
11886,나노트로닉스,00268437
11887,우리테크놀로지,00977711
11888,신한제강,00768308
11889,일근인프라,00922906
11890,웰조이,00806617
11891,글로메탈,00817507
11892,현보하이텍,00226875
11893,우리산업,00225982
11894,에스앤제이케이,00877697
11895,신아시스템,00810683
11896,나이스알앤씨,00867858
11897,엔에스제오차유동화전문유한회사,00945563
11898,엔에스제육차유동화전문유한회사,00955357
11899,아니베.에프,00451019
11900,에이스오토인베스트제이십차유동화전문유한회사,00966672
11901,건수산업,00981501
11902,어울림모터스,00543718
11903,에스에프제주,00959539
11904,에스에프제주제이차,00959548
11905,히어로즈제이차,00959982
11906,(자)도미누스네오스타전략성장사모투자전문회사,01009497
11907,넷피아,00262336
11908,목우촌과마니커,00614034
11909,누리엔소프트,00912015
11910,오일파크,00954057
11911,대지흥업,01005145
11912,효성캐피탈제육차유동화전문유한회사,00992075
11913,동언,00604347
11914,영진디앤디,00813431
11915,에이피엠,00818621
11916,화남,00576275
11917,신우엘에스산업,00918860
11918,올리브메니지먼트,00985127
11919,평택세교도시개발제일차,00629586
11920,아이디에스앤트러스트,00339197
11921,제원화섬,00148179
11922,재미인터랙티브,00910220
11923,이넥트론,00573816
11924,명아스틸,01017982
11925,에스디엘,00475277
11926,델타컴퍼니,01014435
11927,청오에프에스,00874788
11928,탑클라우드코퍼레이션,00934372
11929,유림테크,01017751
11930,선경스틸,00664145
11931,아이피시통상,00445009
11932,에스피에이,00970222
11933,캠프라인아웃도어,00958877
11934,누원,01018015
11935,예다손,00921925
11936,한원개발,00768627
11937,케이엠기획,00606600
11938,더즈텍,01013597
11939,남학기업,01022081
11940,인산디지켐,00905370
11941,로임,00875608
11942,신우엔텍,01016503
11943,쿨패브릭,01024469
11944,아이에프오상사,00974291
11945,은성레미콘,00806583
11946,화신알미늄,00876874
11947,팜스틸,00970204
11948,한성씨케이디,00251552
11949,에스케이아이,00969235
11950,큐스틸,01023895
11951,뉴제일,00940063
11952,에임피앤디,00609795
11953,수도프리미엄엔지니어링,01021286
11954,윙쉽테크놀러지,00876333
11955,모아전기,01021976
11956,미랜바이오,01025699
11957,윙쉽중공업,00809225
11958,포스텔,01013773
11959,부산벤처산업단지개발,00973122
11960,에스비에스아트텍,00309840
11961,삼신이노텍,00371661
11962,코막중공업,00564410
11963,금재디앤씨,00578307
11964,성신공업,00577821
11965,뉴스타만리유동화전문유한회사,00934099
11966,에스코컨설턴트,00887658
11967,아토에이치,00910910
11968,정원종합산업,00147824
11969,제이다이너스티,00991234
11970,티지나래,00259420
11971,한용산업,00162601
11972,한택,00251251
11973,에쓰비,00961808
11974,구미오창태양광발전,00957717
11975,엑설런트산업개발,00984076
11976,해안산업개발,00919081
11977,와이지씨,00617086
11978,현대스카이리조트,00693332
11979,태경산업,00236410
11980,매슨인터내셔널코리아,00930507
11981,비에스엠,00649270
11982,금호해운,00872434
11983,합전유,00920935
11984,금우산기,00971018
11985,상암피에프브이,00976226
11986,디앤와이산업,00943802
11987,린드먼글로벌협력성장사모투자전문회사,01032264
11988,굿플러스제일차유동화전문유한회사,01032352
11989,캠코밸류리크리에이션제칠차유동화전문유한회사,00798381
11990,한국종합녹화산업,00913333
11991,올레케이티제십오차유동화전문유한회사,01032954
11992,인터파크에이치엠,00864268
11993,금웅수산,00250872
11994,민영물산,00209425
11995,심산건설,00451611
11996,유성전자,00910521
11997,천안개런티제이차,01026218
11998,파인태양광,00877846
11999,카우스,01036039
12000,다호테크,00570767
12001,제이엠케이제삼차,00999175
12002,서방해운,00972558
12003,드림인큐베이터,01036835
12004,아이비디써클,01046513
12005,한진드림익스프레스,00351144
12006,스카이랜드,00951403
12007,아이지산업개발,01072369
12008,정헌재단,00282437
12009,디에스답십리제일차,00931445
12010,올파인즈제삼차,00933568
12011,트루프랜드경산제오차,01067905
12012,에프엔녹번유동화전문유한회사,01054831
12013,산은금융지주,00786979
12014,에스피엘이디,00920838
12015,아이팩,00135768
12016,CSM홀딩스,01034846
12017,건민회계법인,01034864
12018,라운지오제이차,01070404
12019,신풍,00410243
12020,보고인베스트먼트그룹,01011137
12021,칼제사차유동화전문유한회사,00787163
12022,자스펠,00813927
12023,효성캐피탈제십삼차유동화전문유한회사,01047211
12024,에이스오토인베스트제이십구차유동화전문유한회사,01047220
12025,에지바스톤인베스트먼트파트너스리미티드,01047035
12026,창한,01032459
12027,파이안제2호,01048061
12028,그랜드제사차,01000292
12029,이에이알제오차유동화전문유한회사,01046638
12030,모건산업,01072624
12031,올림픽컨트리클럽,00149141
12032,씨피파트너스제1호사모투자전문회사,01068977
12033,명동대부파이낸셜,00873239
12034,상하씨엠,00504986
12035,씨티스타,00840806
12036,티엘물류단지,00834276
12037,리얼스페이스,00769802
12038,하이얼전자판매,00625003
12039,케이비케이,00836821
12040,군장열병합발전,00644691
12041,한신가이아,00889531
12042,에이엠제이개발,00613196
12043,건축사사무소한국포에이그룹,00487209
12044,리드코리아디앤씨,00811415
12045,레드핀,00760537
12046,드리머아이,00813635
12047,에이치앤지통상,00942292
12048,한일양행,00836496
12049,PacificGasSupplyCorporation,00349194
12050,디자인벽지,00942371
12051,파레스바이오피드,00575805
12052,건한주택,00925994
12053,상아건설,00840505
12054,이천칠우리씨엘오제일차,00627287
12055,유진디엔씨,00935991
12056,청주지웰제일차,00943617
12057,혜동,00623333
12058,미래에셋제1호기업인수목적,00798284
12059,명서종합건설,00624280
12060,리산개발,00608431
12061,상남디엔아이,00970578
12062,조광,00526979
12063,유니빅,00251206
12064,동화씨마,00521257
12065,루미너스컨설팅,00884828
12066,시명이앤씨,00652812
12067,미영,00937795
12068,원앤윤,00938244
12069,이엠에스케이,00937892
12070,영남선재,00369310
12071,에이원마이크로,00164195
12072,에이프로테크놀로지,00264811
12073,메트로랜드에셋,00495271
12074,신한저축은행,00929459
12075,점프밀라노월드,00446266
12076,크레딧투어제십칠차,00878012
12077,에스씨산업개발,00958910
12078,우양쇼트공업,00761712
12079,토성철강,00490762
12080,성신아이앤텍,00934141
12081,이래파이낸스,00252445
12082,스타밴코리아,00527932
12083,동의종합조경,00963903
12084,에스앤피리미티드,00923747
12085,천혜항공종합건설,00471031
12086,대주아이엔씨,00531944
12087,해피투모로우제일차,00639802
12088,석정건설,00963620
12089,성원에코너지,00936671
12090,동해조선,00968777
12091,대우조선해양이엔알,00769130
12092,유더블유제사차유동화전문유한회사,00935335
12093,앨버트로스제일차,00887038
12094,원산철강,00764533
12095,유성정밀,00433989
12096,아제코코리아,00819134
12097,창화이지텍,00964522
12098,비더블유프로퍼티스,00678342
12099,세화통운,00182313
12100,덕천,00966052
12101,경남섬유공업,00101318
12102,신보창업투자,00136110
12103,성우천안오스타유동화전문유한회사,00650106
12104,에이스오토인베스트제십이차유동화전문유한회사,00885988
12105,엔에스제삼차유동화전문유한회사,00931825
12106,아이시어스,00886172
12107,남일회계법인,00260231
12108,기은십칠차유동화전문유한회사,00789356
12109,기은십육차유동화전문유한회사,00779696
12110,우리이에이제사차유동화전문유한회사,00826064
12111,우리에프앤아이제20차유동화전문유한회사,00858425
12112,청가원,00907891
12113,우리에프앤아이제30차유동화전문유한회사,00943741
12114,와이디피,00854924
12115,티와이상수제이구역유동화전문유한회사,00880673
12116,팬지아데카,00646981
12117,에스비아이2저축은행,00100416
12118,메이저티,00677398
12119,산은1차유동화전문,00310800
12120,윤컴퍼니,01004942
12121,이노지엔에스,01004951
12122,에스지에이비에스자산유동화전문유한회사,00384920
12123,유베스트제이차유동화전문유한회사,00862570
12124,한섬커뮤니케이션,00912680
12125,2011신보그레이트제1차유동화전문유한회사,00874380
12126,엔에이치미래찬제사차,00981264
12127,케이알세인트제일차,00981316
12128,큰믿음양지물류제일차,00843034
12129,아이비케이양지물류제일차,00843043
12130,하이인베스트제이차,00843052
12131,지에스퓨얼셀,00520027
12132,씨케이,00942308
12133,첼린저제이십이차유동화전문유한회사,01006001
12134,아이비케이베스트제사차,00942654
